

California (PST) SCAN Site Eagle Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 10 17:34:25 GMT-08:00 2019. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
2192,2018-08-18,,   14.21,    13.4,    30.1,     9.6,    20.0,       9,
2192,2018-08-19,,   14.21,    14.4,    29.7,     8.8,    19.5,       4,
2192,2018-08-20,,   14.21,    15.7,    31.5,     9.5,    20.2,      -3,
2192,2018-08-21,,   14.21,    13.7,    28.3,     9.3,    18.7,      -2,
2192,2018-08-22,,   14.21,    14.8,    27.4,     8.3,    17.9,       4,
2192,2018-08-23,,   14.21,    12.2,    28.1,     8.4,    18.2,       0,
2192,2018-08-24,,   14.21,    14.1,    27.9,     6.1,    17.4,      -1,
2192,2018-08-25,,   14.21,    10.2,    26.0,     4.9,    15.8,       8,
2192,2018-08-26,,   14.21,    13.2,    26.4,     5.5,    16.3,       3,
2192,2018-08-27,,   14.21,    13.2,    24.9,     7.3,    16.2,      -4,
2192,2018-08-28,,   14.21,    10.6,    25.5,     7.1,    16.3,       2,
2192,2018-08-29,,   14.21,    12.7,    25.0,     8.0,    17.3,       4,
2192,2018-08-30,,   14.21,    11.8,    27.7,     7.6,    17.4,       5,
2192,2018-08-31,,   14.21,    11.8,    25.4,     6.3,    15.5,       1,
2192,2018-09-01,,   14.21,    11.5,    24.4,     7.3,    16.0,       9,
2192,2018-09-02,,   14.21,    13.8,    27.4,     7.4,    17.3,       9,
2192,2018-09-03,,   14.21,    13.7,    28.7,     7.4,    18.7,       4,
2192,2018-09-04,,   14.21,    13.4,    30.0,     9.4,    19.3,      -3,
2192,2018-09-05,,   14.21,    14.3,    30.2,     8.2,    19.1,       0,
2192,2018-09-06,,   14.21,    13.2,    29.6,     9.1,    18.8,       2,
2192,2018-09-07,,   14.21,    11.0,    28.6,     7.1,    17.7,       0,
2192,2018-09-08,,   14.21,    14.2,    29.6,     6.5,    17.9,      -3,
2192,2018-09-09,,   14.21,     9.8,    28.3,     7.3,    17.2,       3,
2192,2018-09-10,,   14.21,    10.8,    29.2,     4.4,    16.0,       1,
2192,2018-09-11,,   14.21,    13.0,    26.8,     5.1,    16.0,       4,
2192,2018-09-12,,   14.21,     9.5,    25.7,     6.2,    15.3,       1,
2192,2018-09-13,,   14.21,     9.2,    19.1,     4.9,    11.5,       0,
2192,2018-09-14,,   14.21,     3.8,    19.3,     2.7,    10.5,       0,
2192,2018-09-15,,   14.21,     7.2,    20.6,    -0.7,    10.1,       0,
2192,2018-09-16,,   14.21,     3.3,    19.8,     2.4,    10.4,       4,
2192,2018-09-17,,   14.21,     4.5,    21.8,    -0.8,    10.4,       6,
2192,2018-09-18,,   14.21,     4.8,    23.0,    -0.1,    11.2,       8,
2192,2018-09-19,,   14.21,     7.3,    22.3,     0.4,    11.1,      -2,
2192,2018-09-20,,   14.21,     5.8,    20.9,     3.3,    11.5,       2,
2192,2018-09-21,,   14.21,     5.8,    22.1,     1.2,    11.2,       2,
2192,2018-09-22,,   14.21,     9.3,    27.2,     2.2,    13.9,       2,
2192,2018-09-23,,   14.21,    11.4,    25.0,     4.2,    14.6,       0,
2192,2018-09-24,,   14.21,     7.1,    22.8,     5.4,    13.5,       8,
2192,2018-09-25,,   14.21,    11.6,    21.9,     1.0,    11.1,       4,
2192,2018-09-26,,   14.21,     5.7,    22.3,     1.5,    11.8,       2,
2192,2018-09-27,,   14.21,     7.7,    26.5,     2.2,    13.4,       2,
2192,2018-09-28,,   14.21,     9.5,    29.8,     3.4,    15.4,       0,
2192,2018-09-29,,   14.21,    10.0,    27.4,     4.6,    15.4,      -2,
2192,2018-09-30,,   14.21,     9.4,    19.1,     9.0,    13.5,      -2,
2192,2018-09-30,23:59,   14.21,-99.9,-99.9,-99.9,-99.9,-99.9,




