

California (PST) SCAN Site Eagle Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 10 17:34:23 GMT-08:00 2019. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
2192,2015-08-20,,   16.52,    16.4,    31.9,    10.4,    21.1,       0,
2192,2015-08-21,,   16.52,    13.4,    30.3,    11.9,    20.0,       0,
2192,2015-08-22,,   16.52,    13.4,    30.3,     8.2,    18.9,       0,
2192,2015-08-23,,   16.52,    15.4,-99.9,-99.9,-99.9,       0,
2192,2015-08-24,,   16.52,    15.5,    30.1,     8.2,    19.6,       0,
2192,2015-08-25,,   16.52,    12.4,    29.7,     9.9,    19.9,       0,
2192,2015-08-26,,   16.52,    13.2,    29.8,     6.7,    18.8,       0,
2192,2015-08-27,,   16.52,    14.5,    29.2,     7.9,    18.7,       0,
2192,2015-08-28,,   16.52,    13.3,    29.5,    10.7,    19.6,       0,
2192,2015-08-29,,   16.52,    18.7,    29.0,     9.4,    19.4,       0,
2192,2015-08-30,,   16.52,     9.6,    22.1,     9.6,    16.7,       0,
2192,2015-08-31,,   16.52,     9.0,    24.7,     3.6,    13.7,       0,
2192,2015-09-01,,   16.52,    12.1,    28.2,     3.9,    15.7,       0,
2192,2015-09-02,,   16.52,    12.0,    27.8,     6.4,    17.4,       0,
2192,2015-09-03,,   16.52,    12.1,    25.2,     7.8,    16.5,       0,
2192,2015-09-04,,   16.52,     5.9,    22.3,     5.9,    13.4,       0,
2192,2015-09-05,,   16.52,     3.0,    18.6,     1.0,     9.1,       0,
2192,2015-09-06,,   16.52,     3.9,    16.0,    -1.1,     7.4,       0,
2192,2015-09-07,,   16.52,     7.8,    22.5,     0.3,    11.7,       0,
2192,2015-09-08,,   16.52,    10.8,    25.7,     2.4,    14.4,       0,
2192,2015-09-09,,   16.52,     9.9,    28.2,     4.0,    16.4,       0,
2192,2015-09-10,,   16.52,    11.3,    30.1,     5.7,    17.5,       0,
2192,2015-09-11,,   16.52,    14.6,    31.6,     7.0,    19.3,       0,
2192,2015-09-12,,   16.52,    14.1,    31.7,     9.3,    20.4,       0,
2192,2015-09-13,,   16.52,    17.3,    33.4,    10.1,    20.6,       0,
2192,2015-09-14,,   16.52,    15.0,    29.7,    13.9,    21.0,       0,
2192,2015-09-15,,   16.52,    11.3,    23.9,    11.3,    15.6,       0,
2192,2015-09-16,,   16.52,     6.1,    18.1,     6.1,    11.7,       0,
2192,2015-09-17,,   16.57,     5.9,    12.7,     3.0,     7.2,       0,
2192,2015-09-18,,   16.57,     3.2,    16.2,     3.2,     9.4,       0,
2192,2015-09-19,,   16.57,     6.6,    22.1,    -1.0,    10.8,       0,
2192,2015-09-20,,   16.57,     8.8,    25.3,     2.0,    13.7,       0,
2192,2015-09-21,,   16.57,    10.7,    29.4,     3.9,    15.8,       0,
2192,2015-09-22,,   16.57,    10.1,    29.0,     5.3,    16.3,       0,
2192,2015-09-23,,   16.57,     9.5,    26.9,     4.8,    15.2,       0,
2192,2015-09-24,,   16.57,     8.3,    25.9,     2.6,    14.1,       0,
2192,2015-09-25,,   16.57,     7.6,    27.4,     5.3,    14.7,       0,
2192,2015-09-26,,   16.57,    10.4,    27.8,     4.1,    15.2,       0,
2192,2015-09-27,,   16.57,     7.9,    26.6,     4.1,    14.6,       0,
2192,2015-09-28,,   16.57,     8.5,    26.0,     2.8,    13.8,       0,
2192,2015-09-29,,   16.57,     8.5,    25.8,     3.4,    13.8,       0,
2192,2015-09-30,,   16.57,     9.5,    25.1,     3.3,    13.4,       0,
2192,2015-09-30,23:59,   16.57,-99.9,-99.9,-99.9,-99.9,-99.9,




