

California (PST) SCAN Site Eagle Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 10 17:34:22 GMT-08:00 2019. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
2192,2013-11-01,,    0.40,    -0.2,    14.3,    -2.3,     3.9,
2192,2013-11-02,,    0.40,    -0.7,    13.9,    -1.0,     4.4,
2192,2013-11-03,,    0.40,    -1.6,    15.0,    -1.8,     4.9,
2192,2013-11-04,,    0.40,    -3.1,     4.6,    -5.6,    -0.3,
2192,2013-11-05,,    0.40,    -4.1,     6.8,    -6.4,    -0.5,
2192,2013-11-06,,    0.40,    -0.2,    11.3,    -5.3,     2.3,
2192,2013-11-07,,    0.40,     4.8,    13.7,    -1.6,     5.1,
2192,2013-11-08,,    0.40,     5.2,    15.8,     2.1,     8.5,
2192,2013-11-09,,    0.40,    -0.6,    15.0,    -0.6,     6.2,
2192,2013-11-10,,    0.40,    -0.6,    16.2,    -1.9,     4.2,
2192,2013-11-11,,    0.40,     1.3,    17.7,    -2.7,     5.2,
2192,2013-11-12,,    0.40,     5.0,    16.4,     0.4,     7.1,
2192,2013-11-13,,    0.40,     6.2,    15.8,     4.8,    10.3,
2192,2013-11-14,,    0.40,     0.0,    16.7,    -1.0,     6.3,
2192,2013-11-15,,    0.40,     0.0,    16.3,    -2.9,     4.6,
2192,2013-11-16,,    0.44,    -0.9,     5.9,    -6.1,     0.0,
2192,2013-11-17,,    0.44,     0.3,    11.2,    -0.9,     5.1,
2192,2013-11-18,,    0.44,    -2.3,    13.3,    -4.4,     2.5,
2192,2013-11-19,,    0.44,     5.2,    10.6,    -3.5,     3.8,
2192,2013-11-20,,    0.44,     3.7,    10.9,     3.3,     4.8,
2192,2013-11-21,,    0.94,    -2.6,     6.6,    -2.6,     2.0,
2192,2013-11-22,,    1.09,    -5.7,    -0.6,    -8.5,    -4.7,
2192,2013-11-23,,    1.26,     1.1,     5.9,   -10.1,    -1.1,
2192,2013-11-24,,    1.26,    -6.2,     7.6,    -6.2,     0.1,
2192,2013-11-25,,    1.26,    -6.2,     7.6,   -10.0,    -3.3,
2192,2013-11-26,,    1.26,    -2.4,     8.8,    -8.7,    -1.4,
2192,2013-11-27,,    1.26,    -2.3,     7.9,    -6.0,     0.5,
2192,2013-11-28,,    1.26,    -3.0,     6.9,    -4.9,    -0.4,
2192,2013-11-29,,    1.26,    -4.0,     9.1,    -4.4,    -0.2,
2192,2013-11-30,,    1.26,    -4.0,     9.4,    -5.5,    -0.6,
2192,2013-12-01,,    1.26,    -2.2,    10.2,    -4.0,     1.3,
2192,2013-12-02,,    1.26,    -2.1,     7.6,    -3.7,     0.4,
2192,2013-12-03,,    1.26,     3.2,    10.5,    -2.5,     4.8,
2192,2013-12-04,,    1.26,   -10.1,     3.2,   -10.1,    -3.6,
2192,2013-12-05,,    1.26,   -15.8,    -5.2,   -16.3,   -11.6,
2192,2013-12-06,,    1.26,   -14.2,    -3.9,   -18.0,   -11.8,
2192,2013-12-07,,    1.26,    -7.8,    -2.8,   -14.9,    -7.9,
2192,2013-12-08,,    1.26,   -21.3,    -6.2,   -21.3,   -11.4,
2192,2013-12-09,,    1.26,   -20.2,    -9.3,   -23.0,   -17.0,
2192,2013-12-10,,    1.26,   -18.3,    -6.2,   -23.7,   -15.3,
2192,2013-12-11,,    1.26,   -12.5,    -1.8,   -18.9,   -11.2,
2192,2013-12-12,,    1.26,   -11.6,    -3.0,   -15.1,    -9.7,
2192,2013-12-13,,    1.26,   -11.2,    -2.2,   -14.0,    -9.8,
2192,2013-12-14,,    1.36,    -8.7,     5.5,   -11.6,    -5.3,
2192,2013-12-15,,    1.37,    -8.0,     3.7,   -12.7,    -5.6,
2192,2013-12-16,,    1.38,    -9.1,     3.6,   -11.6,    -5.6,
2192,2013-12-17,,    1.42,    -6.8,     6.0,   -12.0,    -4.7,
2192,2013-12-18,,    1.42,    -9.1,     1.8,   -10.9,    -5.6,
2192,2013-12-19,,    1.43,    -2.8,     7.7,   -12.2,    -3.3,
2192,2013-12-20,,    1.43,   -11.9,    -0.6,   -12.1,    -4.8,
2192,2013-12-21,,    1.43,     2.2,     2.5,   -15.5,    -6.2,
2192,2013-12-22,,    1.43,    -4.9,     7.0,    -4.9,     1.3,
2192,2013-12-23,,    1.43,    -5.3,     8.3,    -7.0,    -1.2,
2192,2013-12-24,,    1.43,    -4.3,     6.1,    -8.1,    -2.4,
2192,2013-12-25,,    1.43,    -5.9,     7.8,    -8.5,    -2.6,
2192,2013-12-26,,    1.43,    -7.0,     6.3,   -10.0,    -3.4,
2192,2013-12-27,,    1.43,    -7.4,     5.0,    -9.7,    -4.2,
2192,2013-12-28,,    1.43,    -6.4,    -0.2,   -10.0,    -5.7,
2192,2013-12-29,,    1.43,    -7.0,     6.7,   -11.4,    -4.3,
2192,2013-12-30,,    1.43,    -7.1,     4.7,   -11.0,    -4.0,
2192,2013-12-31,,    1.43,    -1.8,     4.8,   -10.7,    -3.6,
2192,2014-01-01,,    1.43,    -5.1,    11.7,    -5.1,     0.9,
2192,2014-01-02,,    1.43,    -4.5,     9.7,    -9.3,    -1.8,
2192,2014-01-03,,    1.43,    -5.0,     6.9,    -9.1,    -2.2,
2192,2014-01-04,,    1.43,    -2.4,    11.1,    -7.8,    -0.4,
2192,2014-01-05,,    1.43,    -9.7,     5.1,    -9.7,    -3.5,
2192,2014-01-06,,    1.43,    -5.0,     4.4,   -11.4,    -3.6,
2192,2014-01-07,,    1.43,    -6.6,     2.2,    -8.2,    -3.5,
2192,2014-01-08,,    1.43,     0.1,     9.6,    -9.6,    -0.7,
2192,2014-01-09,,    1.43,     0.9,     6.5,    -6.4,    -0.3,
2192,2014-01-10,,    1.43,    -2.7,     5.2,    -2.7,     1.7,
2192,2014-01-11,,    1.43,    -2.6,     9.0,    -5.7,    -0.1,
2192,2014-01-12,,    1.47,    -2.1,     4.4,    -3.3,     1.3,
2192,2014-01-13,,    1.47,    -5.8,     3.4,    -7.8,    -2.5,
2192,2014-01-14,,    1.48,    -6.6,     5.4,    -8.5,    -3.3,
2192,2014-01-15,,    1.48,    -6.1,     6.7,   -10.6,    -3.7,
2192,2014-01-16,,    1.48,    -7.7,     9.8,   -10.6,    -3.4,
2192,2014-01-17,,    1.48,    -5.2,     9.8,   -12.0,    -3.3,
2192,2014-01-18,,    1.48,    -5.6,    10.0,    -9.5,    -1.9,
2192,2014-01-19,,    1.48,    -5.4,    10.2,   -10.1,    -2.1,
2192,2014-01-20,,    1.48,    -6.5,     9.3,   -10.1,    -2.5,
2192,2014-01-21,,    1.48,    -5.5,    10.3,   -11.2,    -2.3,
2192,2014-01-22,,    1.48,    -6.7,     8.4,   -11.0,    -3.2,
2192,2014-01-23,,    1.48,     0.0,    11.7,   -10.8,    -1.4,
2192,2014-01-24,,    1.48,     1.3,     7.2,    -6.0,     0.9,
2192,2014-01-25,,    1.48,    -3.9,     8.5,    -4.1,     1.9,
2192,2014-01-26,,    1.48,    -5.1,    11.1,    -8.8,    -1.0,
2192,2014-01-27,,    1.48,    -4.2,    12.7,    -9.1,    -0.9,
2192,2014-01-28,,    1.48,     2.0,     7.3,    -7.3,    -0.5,
2192,2014-01-29,,    1.48,     5.6,    11.4,     0.4,     4.8,
2192,2014-01-30,,    1.59,    -0.1,     7.5,    -0.2,     4.7,
2192,2014-01-31,,    1.59,    -3.9,     4.1,    -3.9,    -0.2,
2192,2014-02-01,,    1.59,    -7.6,     0.6,    -8.1,    -3.9,
2192,2014-02-02,,    1.59,    -8.3,     1.8,   -12.0,    -5.1,
2192,2014-02-03,,    1.59,    -7.2,     0.4,    -9.8,    -4.0,
2192,2014-02-04,,    1.59,    -4.9,     1.1,   -10.8,    -5.1,
2192,2014-02-05,,    1.59,    -5.5,     2.4,   -12.4,    -4.0,
2192,2014-02-06,,    1.59,    -1.3,     5.1,   -10.0,    -2.5,
2192,2014-02-07,,    1.59,     0.2,     3.6,    -2.8,    -0.4,
2192,2014-02-08,,    1.59,     0.6,     1.9,    -1.2,     0.0,
2192,2014-02-09,,    1.94,     3.2,     3.5,     0.6,     2.3,
2192,2014-02-10,,    2.66,    -1.4,     5.2,    -1.4,     1.8,
2192,2014-02-11,,    3.63,    -2.6,     1.2,    -2.7,    -1.0,
2192,2014-02-12,,    3.63,     2.3,     3.9,    -4.7,    -1.3,
2192,2014-02-13,,    3.64,     2.6,     9.0,    -0.4,     4.1,
2192,2014-02-14,,    3.69,     4.6,     7.5,     2.3,     4.6,
2192,2014-02-15,,    3.69,     4.7,     8.7,     4.1,     5.9,
2192,2014-02-16,,    3.81,     1.9,    10.8,     1.8,     5.4,
2192,2014-02-17,,    3.86,    -3.9,     6.0,    -3.9,     1.0,
2192,2014-02-18,,    3.86,    -1.8,     8.3,    -4.0,     1.4,
2192,2014-02-19,,    3.86,     2.4,    10.2,    -3.7,     2.4,
2192,2014-02-20,,    3.91,    -4.8,     2.4,    -4.8,    -0.5,
2192,2014-02-21,,    3.91,    -1.6,     8.5,    -7.4,    -0.6,
2192,2014-02-22,,    3.91,    -3.0,     8.3,    -5.6,     0.5,
2192,2014-02-23,,    3.91,    -3.5,    11.0,    -5.9,     1.0,
2192,2014-02-24,,    3.91,    -0.8,    14.2,    -6.6,     2.3,
2192,2014-02-25,,    3.91,    -0.6,    15.4,    -4.1,     4.1,
2192,2014-02-26,,    3.91,     1.2,    15.8,    -4.3,     4.4,
2192,2014-02-27,,    4.04,     2.1,     7.9,     0.3,     3.9,
2192,2014-02-28,,    4.30,    -2.8,     4.9,    -2.9,     1.3,
2192,2014-03-01,,    4.59,    -0.3,     3.2,    -2.8,     0.3,
2192,2014-03-02,,    4.59,     2.5,     7.0,    -1.8,     2.0,
2192,2014-03-03,,    4.60,     3.2,     5.9,     0.3,     3.2,
2192,2014-03-04,,    4.84,    -1.0,     6.9,    -1.0,     2.8,
2192,2014-03-05,,    4.88,     1.2,     7.9,    -1.4,     2.5,
2192,2014-03-06,,    5.10,     3.6,     8.8,     1.2,     4.7,
2192,2014-03-07,,    5.26,    -3.0,     6.2,    -3.0,     1.9,
2192,2014-03-08,,    5.27,    -3.1,     7.6,    -4.4,     0.4,
2192,2014-03-09,,    5.27,     5.4,    12.6,    -4.6,     4.1,
2192,2014-03-10,,    5.33,     2.3,     8.0,     1.7,     4.9,
2192,2014-03-11,,    5.60,    -3.0,     4.8,    -3.4,     1.1,
2192,2014-03-12,,    5.60,    -0.6,     5.7,    -7.1,     0.3,
2192,2014-03-13,,    5.60,    -3.7,    10.0,    -3.7,     2.4,
2192,2014-03-14,,    5.60,    -1.1,    15.0,    -6.4,     2.8,
2192,2014-03-15,,    5.60,    -1.6,    13.3,    -3.6,     3.9,
2192,2014-03-16,,    5.60,     0.4,    16.1,    -4.5,     4.8,
2192,2014-03-17,,    5.60,     7.1,    18.0,    -3.1,     6.7,
2192,2014-03-18,,    5.60,    -1.9,     7.1,    -2.8,     2.5,
2192,2014-03-19,,    5.60,    -4.7,     7.7,    -5.7,     0.0,
2192,2014-03-20,,    5.60,     0.4,    14.8,    -7.2,     2.9,
2192,2014-03-21,,    5.60,    -0.1,    14.5,    -4.4,     4.8,
2192,2014-03-22,,    5.60,    -1.3,    13.7,    -3.5,     4.4,
2192,2014-03-23,,    5.60,    -2.3,    12.1,    -5.7,     2.8,
2192,2014-03-24,,    5.60,    -0.6,    15.3,    -5.4,     4.4,
2192,2014-03-25,,    5.60,     0.5,    18.1,    -4.6,     5.8,
2192,2014-03-26,,    5.61,     1.1,    11.9,    -0.8,     4.4,
2192,2014-03-27,,    5.63,    -0.7,     6.6,    -1.0,     1.7,
2192,2014-03-28,,    5.66,     1.7,     7.6,    -0.9,     2.4,
2192,2014-03-29,,    5.66,     3.5,     9.4,     1.7,     4.7,
2192,2014-03-30,,    6.92,    -1.9,     3.5,    -2.0,    -0.1,
2192,2014-03-31,,    7.29,    -2.0,     4.5,    -2.9,    -0.2,
2192,2014-04-01,,    7.33,    -2.8,     3.1,    -3.0,    -0.8,
2192,2014-04-02,,    7.36,    -4.2,     3.9,    -4.2,    -0.8,
2192,2014-04-03,,    7.36,    -3.9,     5.7,    -4.9,    -0.3,
2192,2014-04-04,,    7.36,    -2.3,     7.6,    -5.1,     0.9,
2192,2014-04-05,,    7.37,     1.3,     7.4,    -2.8,     1.5,
2192,2014-04-06,,    7.37,     0.1,    10.5,    -2.7,     3.6,
2192,2014-04-07,,    7.37,     0.6,    13.9,     0.1,     6.5,
2192,2014-04-08,,    7.37,     3.8,    18.4,    -2.4,     8.0,
2192,2014-04-09,,    7.37,     4.4,    19.1,    -1.1,     8.4,
2192,2014-04-10,,    7.37,     4.1,    19.2,     0.2,     9.3,
2192,2014-04-11,,    7.37,     5.6,    21.0,    -1.0,     9.8,
2192,2014-04-12,,    7.37,     6.2,    21.3,    -0.6,    10.3,
2192,2014-04-13,,    7.37,     6.0,    21.7,     2.5,    11.9,
2192,2014-04-14,,    7.37,     0.2,    15.6,    -2.2,     6.9,
2192,2014-04-15,,    7.37,     6.9,    20.1,    -2.5,     9.0,
2192,2014-04-16,,    7.37,     4.6,    18.3,     0.7,     9.8,
2192,2014-04-17,,    7.37,     4.8,    17.8,     1.0,     9.6,
2192,2014-04-18,,    7.95,     3.5,    21.3,     0.5,     9.7,
2192,2014-04-19,,    8.13,     3.0,    15.8,     2.1,     7.5,
2192,2014-04-20,,    8.13,     4.1,    18.4,    -0.4,     8.8,
2192,2014-04-21,,    8.13,     3.9,    17.8,    -0.9,     8.9,
2192,2014-04-22,,    8.13,     6.1,    16.3,     0.5,     8.5,
2192,2014-04-23,,    8.14,    -1.8,     7.4,    -1.8,     3.0,
2192,2014-04-24,,    8.14,     5.4,    13.4,    -4.5,     4.7,
2192,2014-04-25,,    8.29,     1.1,    15.0,     0.9,     7.7,
2192,2014-04-26,,    8.58,    -0.4,     1.9,    -1.2,     0.5,
2192,2014-04-27,,    8.58,     1.9,     7.4,    -1.3,     2.3,
2192,2014-04-28,,    8.58,     0.6,     9.7,     0.0,     3.8,
2192,2014-04-29,,    8.58,     1.1,    13.8,    -2.8,     5.4,
2192,2014-04-30,,    8.58,     9.4,    17.7,    -2.1,     9.2,
2192,2014-05-01,,    8.58,     6.5,    21.3,     1.4,    12.0,
2192,2014-05-02,,    8.58,     6.9,    25.2,     1.1,    13.3,
2192,2014-05-03,,    8.58,     6.6,    23.8,     1.2,    12.8,
2192,2014-05-04,,    8.58,     7.5,    20.2,     3.9,    11.7,
2192,2014-05-05,,    8.58,     6.8,    17.5,     4.4,    10.2,
2192,2014-05-06,,    8.76,     2.1,    13.5,     1.3,     6.3,
2192,2014-05-07,,    8.76,     3.9,    12.4,     1.5,     6.2,
2192,2014-05-08,,    8.76,     7.4,    15.7,     0.0,     7.8,
2192,2014-05-09,,    8.76,     6.0,    14.3,     4.6,     9.0,
2192,2014-05-10,,    8.76,     3.7,    14.8,     3.7,     8.5,
2192,2014-05-11,,    8.76,    -1.0,     9.4,    -1.2,     3.9,
2192,2014-05-12,,    8.76,     1.7,    15.8,    -1.7,     6.8,
2192,2014-05-13,,    8.76,     5.1,    19.1,    -1.3,     9.5,
2192,2014-05-14,,    8.76,     5.6,    22.5,     2.1,    12.7,
2192,2014-05-15,,    8.76,    10.2,    25.6,     2.0,    14.7,
2192,2014-05-16,,    8.76,    10.6,    26.3,     4.8,    16.1,
2192,2014-05-17,,    8.76,     9.1,    25.8,     6.3,    15.6,
2192,2014-05-18,,    8.76,    11.0,    23.6,     3.3,    13.7,
2192,2014-05-19,,    8.76,     7.1,    17.7,     6.3,    11.3,
2192,2014-05-20,,    9.06,     2.8,    13.9,     1.4,     5.9,
2192,2014-05-21,,    9.07,     7.1,    16.1,     2.2,     8.8,
2192,2014-05-22,,    9.07,     5.4,    17.6,     3.0,    10.1,
2192,2014-05-23,,    9.08,     7.7,    22.2,     3.1,    13.0,
2192,2014-05-24,,    9.08,    11.4,    25.3,     3.8,    14.6,
2192,2014-05-25,,    9.08,    10.3,    24.3,     6.9,    15.4,
2192,2014-05-26,,    9.08,    11.4,    28.6,     6.1,    17.2,
2192,2014-05-27,,    9.08,     9.6,    25.5,     6.0,    15.8,
2192,2014-05-28,,    9.08,     7.5,    23.4,     5.2,    14.5,
2192,2014-05-29,,    9.08,     3.8,    16.4,     2.8,     9.4,
2192,2014-05-30,,    9.08,     7.9,    20.4,    -1.0,    11.1,
2192,2014-05-31,,    9.08,     6.6,    21.9,     4.2,    12.8,
2192,2014-06-01,,    9.08,     9.7,    23.7,     0.6,    13.5,
2192,2014-06-02,,    9.08,     9.8,    25.5,     4.7,    15.7,
2192,2014-06-03,,    9.08,     9.5,    25.8,     4.5,    15.4,
2192,2014-06-04,,    9.08,    11.1,    25.2,     4.8,    15.2,
2192,2014-06-05,,    9.08,    13.4,    26.8,     5.9,    17.3,
2192,2014-06-06,,    9.08,    12.7,    29.5,     6.8,    18.5,
2192,2014-06-07,,    9.08,    13.8,    29.1,     9.0,    19.3,
2192,2014-06-08,,    9.08,    14.1,    29.0,     8.4,    19.0,
2192,2014-06-09,,    9.08,    12.5,    27.9,     8.1,    18.6,
2192,2014-06-10,,    9.08,    15.5,    31.2,     7.4,    19.7,
2192,2014-06-11,,    9.08,    12.4,    28.6,    11.1,    19.6,
2192,2014-06-12,,    9.08,    14.1,    29.7,     7.6,    18.9,
2192,2014-06-13,,    9.08,    12.4,    24.8,     9.0,    17.1,
2192,2014-06-14,,    9.08,     6.5,    19.0,     5.8,    12.6,
2192,2014-06-15,,    9.08,    13.2,    20.3,     1.2,    12.3,
2192,2014-06-16,,    9.08,    11.5,    22.2,     8.6,    15.0,
2192,2014-06-17,,    9.12,     4.0,    19.4,     3.3,    11.8,
2192,2014-06-18,,    9.12,     4.4,    17.0,     1.1,     8.9,
2192,2014-06-19,,    9.12,     9.2,    23.9,     1.3,    13.2,
2192,2014-06-20,,    9.12,    14.7,    27.7,     4.2,    16.9,
2192,2014-06-21,,    9.12,    12.0,    27.2,     6.7,    17.4,
2192,2014-06-22,,    9.12,    11.0,    26.6,     7.0,    16.9,
2192,2014-06-23,,    9.12,    12.8,    27.4,     8.1,    18.3,
2192,2014-06-24,,    9.12,    15.1,    28.6,     9.2,    19.5,
2192,2014-06-25,,    9.29,    13.6,    27.0,     9.6,    16.9,
2192,2014-06-26,,    9.29,    13.2,    24.9,     8.3,    15.6,
2192,2014-06-27,,    9.37,    11.6,    15.5,     8.8,    11.8,
2192,2014-06-28,,    9.37,    10.8,    22.4,    10.2,    16.0,
2192,2014-06-29,,    9.37,    12.4,    27.4,     6.3,    17.2,
2192,2014-06-30,,    9.37,    13.7,    30.3,     7.1,    18.9,
2192,2014-07-01,,    9.37,    15.1,    32.2,     9.0,    21.4,
2192,2014-07-02,,    9.37,    15.3,    35.2,    10.8,    22.2,
2192,2014-07-03,,    9.37,    15.9,    32.1,     9.8,    21.3,
2192,2014-07-04,,    9.37,    14.3,    31.7,    10.7,    21.6,
2192,2014-07-05,,    9.37,    13.5,    30.0,     8.8,    19.9,
2192,2014-07-06,,    9.37,    13.1,    31.0,     7.2,    20.1,
2192,2014-07-07,,    9.37,    18.4,    33.9,     7.7,    21.7,
2192,2014-07-08,,    9.37,    21.3,    35.2,    12.9,    24.5,
2192,2014-07-09,,    9.37,    20.4,    32.7,    17.5,    24.0,
2192,2014-07-10,,    9.54,    13.4,    30.9,    13.4,    21.5,
2192,2014-07-11,,    9.54,    20.7,    31.9,    10.0,    21.9,
2192,2014-07-12,,    9.54,    17.3,    27.6,    16.8,    21.6,
2192,2014-07-13,,    9.54,    18.2,    32.6,    13.3,    22.7,
2192,2014-07-14,,    9.54,    16.9,    35.6,    12.9,    24.1,
2192,2014-07-15,,    9.54,    20.4,    36.2,    12.4,    24.8,
2192,2014-07-16,,    9.54,    20.2,    34.6,    13.9,    24.5,
2192,2014-07-17,,    9.54,    20.8,    33.7,    14.6,    24.7,
2192,2014-07-18,,    9.54,    19.6,    30.3,    17.7,    24.1,
2192,2014-07-19,,    9.54,    19.8,    31.7,    14.3,    22.5,
2192,2014-07-20,,    9.54,    19.5,    34.3,    12.9,    23.4,
2192,2014-07-21,,    9.54,    18.0,    29.2,    14.4,    21.3,
2192,2014-07-22,,    9.54,    11.5,    24.0,    11.5,    17.5,
2192,2014-07-23,,    9.54,    14.7,    25.6,     7.5,    17.4,
2192,2014-07-24,,    9.54,    11.6,    26.3,    11.1,    18.9,
2192,2014-07-25,,    9.54,    14.4,    27.0,     6.8,    17.2,
2192,2014-07-26,,    9.54,    16.0,    30.0,     7.5,    19.5,
2192,2014-07-27,,    9.54,    15.7,    32.0,     8.8,    21.0,
2192,2014-07-28,,    9.54,    18.2,    31.4,    10.6,    21.5,
2192,2014-07-29,,    9.54,    20.0,    33.2,    12.2,    23.2,
2192,2014-07-30,,    9.54,    15.9,    30.7,    15.9,    22.4,
2192,2014-07-31,,    9.66,    13.9,    31.9,    11.1,    18.4,
2192,2014-08-01,,    9.66,    13.9,    31.3,     9.2,    19.9,
2192,2014-08-02,,    9.66,    14.1,    32.1,    10.3,    20.9,
2192,2014-08-03,,    9.66,    14.6,    31.7,     9.6,    20.7,
2192,2014-08-04,,    9.66,    18.6,    30.6,    10.2,    20.6,
2192,2014-08-05,,    9.67,    13.6,    24.9,    13.5,    19.2,
2192,2014-08-06,,   10.14,    11.8,    17.3,    11.4,    14.0,
2192,2014-08-07,,   10.17,    12.5,    24.2,    10.4,    16.4,
2192,2014-08-08,,   10.17,    13.3,    28.2,     9.2,    17.9,
2192,2014-08-09,,   10.17,    11.2,    29.8,     9.6,    17.7,
2192,2014-08-10,,   10.17,    16.1,    29.6,     8.5,    19.1,
2192,2014-08-11,,   10.17,    16.6,    29.6,    11.8,    19.9,
2192,2014-08-12,,   10.17,    12.6,    29.5,    12.6,    20.0,
2192,2014-08-13,,   10.17,    11.5,    26.8,     8.8,    17.4,
2192,2014-08-14,,   10.17,    10.6,    23.6,     7.9,    16.7,
2192,2014-08-15,,   10.17,    12.4,    24.9,     6.0,    16.0,
2192,2014-08-16,,   10.17,    13.4,    27.9,     7.3,    18.0,
2192,2014-08-17,,   10.17,    12.9,    29.7,     7.2,    18.5,
2192,2014-08-18,,   10.17,    12.1,    29.5,     6.1,    18.1,
2192,2014-08-19,,   10.17,    13.0,    29.1,     6.5,    18.3,
2192,2014-08-20,,   10.17,    16.9,    29.9,     9.0,    19.5,
2192,2014-08-21,,   10.17,    14.6,    28.5,    10.4,    19.6,
2192,2014-08-22,,   10.17,    14.3,    27.6,     9.2,    18.3,
2192,2014-08-23,,   10.17,    10.8,    25.9,     9.4,    17.6,
2192,2014-08-24,,   10.17,    11.1,    24.4,     5.8,    15.9,
2192,2014-08-25,,   10.17,    14.9,    27.4,     6.5,    17.5,
2192,2014-08-26,,   10.17,    11.6,    24.1,     9.9,    17.2,
2192,2014-08-27,,   10.17,    12.6,    26.1,     6.5,    17.0,
2192,2014-08-28,,   10.17,    16.5,    29.5,     8.1,    19.7,
2192,2014-08-29,,   10.17,    13.0,    30.6,    11.0,    20.2,
2192,2014-08-30,,   10.17,    13.2,    28.3,     9.4,    18.4,
2192,2014-08-31,,   10.17,    10.8,    27.7,     7.1,    17.3,
2192,2014-09-01,,   10.17,    10.7,    26.1,     6.4,    16.3,
2192,2014-09-02,,   10.17,    12.2,    27.4,     6.7,    17.2,
2192,2014-09-03,,   10.17,    13.5,    30.9,     6.9,    18.8,
2192,2014-09-04,,   10.17,     9.8,    25.0,     8.6,    16.2,
2192,2014-09-05,,   10.17,     9.2,    23.5,     4.5,    14.8,
2192,2014-09-06,,   10.17,     9.7,    25.9,     4.5,    15.9,
2192,2014-09-07,,   10.17,     9.7,    28.1,     5.4,    16.5,
2192,2014-09-08,,   10.17,     9.6,    28.3,     4.5,    16.2,
2192,2014-09-09,,   10.17,    11.1,    27.0,     4.6,    15.7,
2192,2014-09-10,,   10.17,     9.6,    26.4,     6.3,    15.6,
2192,2014-09-11,,   10.17,    11.2,    27.3,     4.6,    15.9,
2192,2014-09-12,,   10.17,    12.7,    28.4,     5.7,    16.9,
2192,2014-09-13,,   10.17,    11.0,    29.6,     6.7,    17.8,
2192,2014-09-14,,   10.17,    10.5,    27.5,     6.3,    16.5,
2192,2014-09-15,,   10.17,    11.7,    28.3,     6.3,    16.7,
2192,2014-09-16,,   10.17,    12.4,    27.9,     7.4,    17.6,
2192,2014-09-17,,   10.17,    18.9,    28.4,     7.7,    18.1,
2192,2014-09-18,,   10.17,    15.2,    27.2,    13.9,    20.1,
